'序号,'评论人,'UID,'抖音号,'性别↓,'获赞数↓,'子评数↓,'年龄↓,'评论时间↓,'评论详情,'cid,'sec_uid
'3095,'祖安少女郭德纲,'104333646691,'lmx20060828,'女,'0,'0,'2020,'2020-03-21 09:14:39,'@凌熙er,'6806649044942028815,'MS4wLjABAAAAJwuIW-o48oP0eE-ayonMjapjXqFBxlwGN63a_3BURDo
'3096,'好丽友派,'109022459874,'dytqfoq2y5ov,'-,'0,'0,'2020,'2020-03-21 09:14:38,'叫什么名字？[感谢][感谢][感谢],'6806649038500003855,'MS4wLjABAAAAooZLQ5EDemrIBGeT0bupPIOZwGl0BhITuM7vxa1UxwY
'3097,'小慧是我的??,'4322867964550312,'dyqtquptoryu,'男,'0,'0,'2020,'2020-03-21 09:14:37,'哥哥我今天分手了我好想她哦真的真的好想他我以前为了她哭肿了眼睛但是今天我想哭我忍了下去我没哭但是我晚上自己出去我忍不住了眼泪掉了下来我好想他你唱的这个歌让我想起她了我放不下他,'6806649034640736256,'MS4wLjABAAAAm0ENlmovLKXOaHmVx3OjROYjdNrxh-RXqGI3z60zmnvrSQvH--VlFRGC8T6xT-F3
'3098,'芊芊靖秋,'2194262614606747,'dy8ctvz3olih,'男,'0,'0,'2020,'2020-03-21 09:14:37,'一诺,'6806649033864871951,'MS4wLjABAAAAkPa7E3blmBhqDRuqthMlL2ZWDOyFId5aoFA3LySm7cngiPplUX_qxX5g4qChheeL
'3099,'我是小天使（轩家）已黑化,'413020525705899,'xlga159260043241,'女,'0,'0,'2020,'2020-03-21 09:14:37,'[流泪][流泪][流泪][流泪][流泪][流泪][流泪][流泪][流泪][流泪][流泪],'6806649032208433164,'MS4wLjABAAAAt6qgzy1Cv5aryyA_qGoJRsn59nzNXkEUSNLbXhKB8YY
'3100,'1，?wi*^O^*,'99932274465,'1035995740,'-,'0,'0,'2020,'2020-03-21 09:14:35,'[赞][赞][赞][赞],'6806649027385065480,'MS4wLjABAAAAOqCo05K7uvcYbdjCwS3yskkRHhG0D_8WPZ1OiB_Tpkk
'3101,'?,'95106273992,'xxz15184511411,'-,'0,'0,'2020,'2020-03-21 09:14:34,'@张雨博 我唱歌跑调[微笑],'6806649024738394119,'MS4wLjABAAAASDvfSqQx3-uP08x6wmO0uj0Pe98UsTh8U5YkhzpqlQ0
'3102,'小KK呀,'60299983012,'138134265,'女,'0,'0,'21,'2020-03-21 09:14:33,'听哭了,'6806649016370446351,'MS4wLjABAAAAVTd1S6-PoUiuzDWsPwTn1aseTuxjMIWubk8TCR_AeOI
'3103,'吴没完,'66158603931,'58485171,'女,'0,'0,'23,'2020-03-21 09:14:30,'为什么最迷人的最危险,'6806649002525310987,'MS4wLjABAAAA-nQ0HYXTfYMDvgreL0h36QTftfzI509fg74trF3_jBk
'3104,'喵三妹,'100367676436,'1158614761,'-,'0,'0,'2020,'2020-03-21 09:14:29,'这首歌太好听了吧！,'6806649005683195911,'MS4wLjABAAAAST9T4taneeWNcVFjUBkGyxRYOWnqBgNwGNq90tmm8a4
'3105,'M,'96464331682,'MJ5731,'女,'0,'0,'26,'2020-03-21 09:14:29,'[666],'6806648998624460815,'MS4wLjABAAAAwrUy73Pa-C3FOQIfyojNvMkXYOAI1L8eu6dwQugifBU
'3106,'莫动,'71166469869,'778402725,'男,'0,'0,'30,'2020-03-21 09:14:26,'好好唱我挺你们，两首歌我都喜欢，两首歌的意思都不一样，不要合一起,'6806648985877676043,'MS4wLjABAAAAgJS9y4R5FMYchgF-68zjPVb7ITodEj945LZd5Z6baOo
'3107,'用户8257754947354,'102759358641,'2242984410,'-,'0,'0,'2020,'2020-03-21 09:14:25,'你唱歌怎么这么好听呢？我以前唱歌也是很好听。不过现在嗓子坏了。,'6806648980601667595,'MS4wLjABAAAAtJLTwy7OWus9-QDIGQmmpQnXYOVet-PAD0PlSrDq4JQ
'3108,'你的芯??,'102290240661,'1218338477,'女,'0,'0,'18,'2020-03-21 09:14:24,'@我是粥粥zhou 我不知道看了多少遍,'6806648978864963599,'MS4wLjABAAAA11Nf58dqc6ZQdmYSw8B3UVcss3sqALWjujC01BH8Svs
'3109,'晓冰班长,'184330823677255,'Xbing0320,'女,'0,'0,'27,'2020-03-21 09:14:23,'我危险了[捂脸],'6806648973961691140,'MS4wLjABAAAAVxdWyIN8UBBY9kH13AA3StjelvJURKp2wrRWElWuDKk
'3110,'??Regret°  ??毒药??,'94267642874,'YU18208262216,'女,'0,'0,'26,'2020-03-21 09:14:23,'我配,'6806648970032168972,'MS4wLjABAAAA6GRRr3wt7C1Z8hA0Uc34CPXqfXKC4rrlKD0qRrUliXs
'3111,'小游o3o,'92218065038,'773205785,'女,'0,'0,'2020,'2020-03-21 09:14:22,'@小曾呐 @??是我,'6806648966106120204,'MS4wLjABAAAAHLNTWqQfO_-El9Y6rECATU3bBfaZ42GiKlwcEfeYego
'3112,'易见欢玺.,'2475751462928728,'20009979X,'女,'0,'0,'2020,'2020-03-21 09:14:20,'到起风了，就点赞[捂脸][捂脸],'6806648963975151623,'MS4wLjABAAAAo6YhaOU0bnMmlDpZ7K1TfZbLlo2uO3e3qH5gqh4RkVF7qE4N6vDmKfzggGPp8KYi
'3113,'井小井,'72812672746,'Njzy1030,'女,'0,'0,'30,'2020-03-21 09:14:18,'[惊喜][惊喜][惊喜][惊喜][惊喜][惊喜],'6806648956144173056,'MS4wLjABAAAAGMs1a1TQ29fIZrmUXK8ZHdSyLUxnu7OnI8Tj75pO5hQ
'3114,'糖豆豆,'1631305330853767,'L00914,'女,'0,'0,'22,'2020-03-21 09:14:08,'咋办，爱上你了[捂脸],'6806648906597466115,'MS4wLjABAAAAeLFvH_YBsljdhdDj_5uYGfcitxkpe0-_2w-NzIMQGKO1ttq5nao3mQwNbYy6xQoD
'3115,'随着春分挽留你,'88448625137,'1186561511,'-,'0,'0,'2020,'2020-03-21 09:14:04,'看到他的琴弦了吗都谈段了好几根了,'6806648894936924173,'MS4wLjABAAAAUqHrPNDgQraoji7hzqtetRBf4bYkgMKkV5VvHYieNaM
'3116,'谢先生的傻猪,'97522040149,'dyjm3x4qvmkz,'女,'0,'0,'14,'2020-03-21 09:13:57,'@臭弟弟~,'6806648865031421967,'MS4wLjABAAAA_2ZCJnWJg5dUsdDxOaLb9Wkzd5PjzRTXxfMRadmvPAo
'3117,'忘情牛肉面,'373482508530887,'123.hw,'男,'0,'0,'2020,'2020-03-21 09:13:51,'眼镜蛇呢[捂脸][捂脸],'6806648835671539727,'MS4wLjABAAAAvfzME4WCu1Zi62tkVIizCYh4ifT8xIKUI2OFZ6vtarA
'3118,'水果味的西瓜呦??,'53603147487,'lgw19990325,'女,'0,'0,'21,'2020-03-21 09:13:50,'啥时候唱完整版传网易呀,'6806648831787401216,'MS4wLjABAAAAKH8EVih74ikgQyS6NNP_jfbqC4Wlnm1DX2dk81Av3Zc
'3119,'用户7919010213836,'1697261785738264,'dyu62fl7parj,'-,'0,'0,'2020,'2020-03-21 09:13:49,'好听,'6806648835096510478,'MS4wLjABAAAAM1vph8DWxOFh0zRRlW1Du5f0c8OYL0DcGlP04bQQasRo-zWv8CmDwiubNWvhDmRO
'3120,'6666666,'80285912925,'zhengqinqia66666,'男,'0,'2,'22,'2020-03-21 09:13:40,'@小小张 人家可是抖音，音乐人，,'6806648788988821508,'MS4wLjABAAAAcxrQ-715wBaAkkUFqn27fD995IiZWGq1X4nKUGj6omg
'3121,'*  Xjw,'86541188041,'205420331,'女,'0,'0,'2020,'2020-03-21 09:13:25,'我喜欢带卫帽的小胖男生,'6806648727903109133,'MS4wLjABAAAANePhFbNeAYRe5XL3-Mhe1c52469Pz-RENcUvlkfZoA4
'3122,'REGERT.？,'92313023876,'ZL66766676,'男,'0,'1,'20,'2020-03-21 09:13:16,'@Yy.,'6806648687214297088,'MS4wLjABAAAAPF4Os9VS0VQjab79IKeaqf5-RNi787hW0molVZw9nGM
'3123,'小李女子,'72160828408,'Li0706092161,'女,'0,'0,'26,'2020-03-21 09:13:15,'哎，,'6806648687973498888,'MS4wLjABAAAA6qTrZs1EqvJYnDCinAaBVfEJDkz1iGx5yjk8KlRqSEA
'3124,'我喜欢帅哥I,'64397525781,'50154641,'女,'0,'0,'2020,'2020-03-21 09:13:15,'@帅哥等等我 还挺好听,'6806648681866625024,'MS4wLjABAAAAPrneoP_03dGXWiIsLBgtlxVlUhUoo7s1LMut9QIlACI
'3125,'博博,'100642046333,'dya5zx3j3t83,'-,'0,'0,'2020,'2020-03-21 09:13:13,'@徐冬冬 女神翻我,'6806648672639008780,'MS4wLjABAAAAY0D9YXIib7xwzR0BRpsfhleAktTLutt_Oq0hwAyPilc
'3126,'刀仔,'62806721292,'1738349242,'男,'0,'0,'1,'2020-03-21 09:13:12,'激动什么？,'6806648672802521096,'MS4wLjABAAAAyHiAk4ZEGEYpTxeeIgikAtY1-9M3i5x3H1MQymVKTes
'3127,'何必在乎我是谁,'74280257833,'1083419188,'男,'0,'0,'33,'2020-03-21 09:13:12,'好听的 哪里有全的,'6806648671830081536,'MS4wLjABAAAAu60dx2kUaSor8ll-jkE2xS1oE5OQTN-vzZVz8Ps7_2c
'3128,'Miss何,'70723529698,'82726330,'女,'0,'0,'25,'2020-03-21 09:13:12,'也沉迷于其中梦话～,'6806648671602475012,'MS4wLjABAAAAcYKZz9rhDvdLmp4JJlO6ifQKW2jEoR8D7jCdsTv9UZw
'3129,'梦子溯,'102856844217,'dywzye0lom6f,'男,'0,'0,'12,'2020-03-21 09:13:10,'@旧人不必等,'6806648661645262859,'MS4wLjABAAAAC272nrUC22CCxykD9CaL4xOFHpUdFIT85aud-3_OVq8
'3130,'小晓,'60258624477,'37817128,'女,'0,'0,'2020,'2020-03-21 09:13:08,'太好听了 果断关注了[色],'6806648655169912845,'MS4wLjABAAAA3cVjeuWzpkzZ8oIXx45fhrc8UNfCjIHsGghXmz5VPhA
'3131,'丧,'93242563892,'843809777,'-,'0,'0,'2020,'2020-03-21 09:13:08,'狼尾辫酷啊,'6806648653600735247,'MS4wLjABAAAA19B05_y8OX4LoOFt0_Aa-bWvgPmMGdX_6kiy8VmdYWU
'3132,'Nike CC,'83822757420,'667680779,'男,'0,'0,'2020,'2020-03-21 09:13:06,'6.6？,'6806648643920134159,'MS4wLjABAAAAVO-XB3j8KwMb1Zywoy04JpyMAJeQnEMtm-RUZnJyGUU
'3133,'我的昵称,'65234688329,'55646500,'女,'0,'0,'2,'2020-03-21 09:13:02,'感动自己而已,'6806648630893330440,'MS4wLjABAAAA0QnX9MJ_Z_RsL9EpqTaIfbMqE7zbJ7LM72ml-O27324
'3134,'乐多.,'100162875711,'52WY.WY,'女,'0,'0,'1,'2020-03-21 09:13:00,'哇哇哇[泣不成声][泣不成声],'6806648615353434124,'MS4wLjABAAAAPzxOcmT5EEowquoXU9U2-rqJJ40V-vlavQTp0qNbmXY
'3135,'洗尽碎月,'100389835387,'1087417187,'男,'0,'0,'29,'2020-03-21 09:12:59,'音浪太强。不晃会撞到地上[鼓掌],'6806648616011333640,'MS4wLjABAAAAFUt4pK025Nuxidx0HkOTQh6V5jEdA6Cg2MTzmJcVzq8
'3136,'春天里的桃花,'82242379212,'1664923269,'女,'0,'0,'12,'2020-03-21 09:12:59,'好听，好听[赞][赞][赞][赞][赞],'6806648613301714944,'MS4wLjABAAAAejpj_oUccQS-h43vVRVdIMKCf_Hc6vYHh-6lD_fYNc0
'3137,'春天里的桃花,'82242379212,'1664923269,'女,'0,'0,'12,'2020-03-21 09:12:59,'好听，好听[赞][赞][赞][赞][赞],'6806648613301714944,'MS4wLjABAAAAejpj_oUccQS-h43vVRVdIMKCf_Hc6vYHh-6lD_fYNc0
'3138,'最爱吃兔子丶,'1310225909156318,'dy1f8ealer46,'男,'0,'0,'17,'2020-03-21 09:12:56,'什么和弦啊,'6806648599993729024,'MS4wLjABAAAAVoz7xCYIPprk_WOz840LedCBOw8gXbXfquqMdVbY5lqUAEhzjC5ejTwiezYHLeUR
'3139,'LBJ??,'96671887596,'zzy666666870,'男,'0,'0,'15,'2020-03-21 09:12:52,'@小张小张，美丽大方,'6806648583682064399,'MS4wLjABAAAAJla06K9IeX79zXd-GVCUC3_Wy5AQYgAhZvjvr2I33Sw
'3140,'辰兮,'3632381371628455,'55441f2y3n,'-,'0,'0,'20,'2020-03-21 09:12:50,'听了这首歌，我放下了,'6806648576447037453,'MS4wLjABAAAAXSyIjrZ9wY0-8mqu-PMOMP5Of0hsxttG2tKO5E_ttYuQMCJvXMJcCzWZJ6wV2veo
'3141,'﹌幻梦﹌,'3021103186838206,'dy55vkjp4xe5,'男,'0,'0,'2020,'2020-03-21 09:12:48,'起风了这首歌写的是老人沧桑的一生 别拿一生和一段失败的感情放在一起好吗,'6806648570465599502,'MS4wLjABAAAAbV3hpkOE4RAQEeOMEW1UWjOGtI8Z_JG0MFRauSbWRFPW2W5SYaHe8V6jprSuvDKR
'3142,'丫丫在偷吃奶酪???,'90088465785,'qry20050404,'女,'0,'0,'15,'2020-03-21 09:12:46,'@车银优- @青烟,'6806648562198577159,'MS4wLjABAAAAprw09rU4T61PtOPZxB29OGXx5411uts0NrincA3psm4
'3143,'痴心妄想??,'92671754243,'666672117,'-,'0,'1,'2020,'2020-03-21 09:12:46,'狼尾？,'6806648554791370764,'MS4wLjABAAAAG_gjCQ75IiI0TyRm1GAAAWU1eQmSdjc-KaEwhn-u0kc
'3144,'嘻嘻,'1807212683732579,'dyo4d79ntv99,'-,'0,'0,'2020,'2020-03-21 09:12:45,'青筋[捂脸][捂脸],'6806648553667280899,'MS4wLjABAAAA_4Y64jq0jg14p4G48EK9pvOnWpsLPufBBtrNdnE1RGSHP4_3m2XwjAn8KwGmxTUW
'3145,'小小的精灵。,'101457009997,'1136739085,'女,'0,'0,'9,'2020-03-21 09:12:44,'好听诶,'6806648555068129287,'MS4wLjABAAAA5esorA57Qi2qoi4pHIFiPTwp7DqLzO7cfp6w3sZ6Uh0
'3146,'鱼尾纹_,'82897864376,'Lww_0824,'男,'0,'0,'2020,'2020-03-21 09:12:44,'求完整版 迷人的危险[不看],'6806648553583378447,'MS4wLjABAAAAig5bYA6Ba8AQN6UGK5pqOKFjNjru_EQQb0GaZahU77g
'3147,'王小石呀,'64174314468,'71678072,'男,'0,'0,'21,'2020-03-21 09:12:43,'?,'6806648545672839168,'MS4wLjABAAAArpd3ZppdrMe22J5dwLDM118P4x-nSem9sRphibVo354
'3148,'海龙王音乐-琴琴,'4094181602240187,'dy5c287cred5,'女,'0,'0,'34,'2020-03-21 09:12:43,'[666][666],'6806648542905122820,'MS4wLjABAAAA8j7vEhZMWKSsNXacEoXbq422lRLkzkFWhGpuu6-Tdcn6_AOg4YHKvIqkJ6OOAoqF
'3149,'无谓与哀,'97103748948,'843538857,'男,'0,'0,'24,'2020-03-21 09:12:42,'根本不搭,'6806648541504389135,'MS4wLjABAAAAZOanZUR5jEt7izRRvaiKn4Gy6MJECvs_kIw3qg5JNX8
'3150,'承蒙i,'93232572568,'377864520,'-,'0,'0,'2020,'2020-03-21 09:12:40,'@wuli??,'6806648535766745101,'MS4wLjABAAAA7BHkHtIvS0eIe7fhw51sR-nfvlge1ZKmyCo4fdVWFM4
'3151,'一枕凉生：离恨天,'108449364497,'dy1jpk0rbhil,'男,'0,'0,'2020,'2020-03-21 09:12:39,'长得好像一诺,'6806648533442347015,'MS4wLjABAAAA55czOQL1FgPqTylGDkxXPtX24e3ePZUxSxWBtjrcS6A
'3152,'清风徐来,'76769592135,'X071022X,'男,'0,'0,'13,'2020-03-21 09:12:39,'没戴口罩！,'6806648530762465288,'MS4wLjABAAAAXS7WiB_n_uu1GFqAa7CeYOMCxh_G2nCq-pfAZeriPJ4
'3153,'楠汐??,'2049098431337343,'dy8na2snwi6v,'女,'0,'0,'12,'2020-03-21 09:12:39,'关掉声音，我看他们很奇怪。[捂脸][捂脸][黑脸][黑脸],'6806648527914401792,'MS4wLjABAAAA7yqeCpUsBg7IATAb9i7RwwiF9baLtZr5-LQnbhLtEyT986KLkiN2ll0MtQ85RFTa
'3154,'糖果,'103732015896,'1365872648,'-,'0,'0,'2020,'2020-03-21 09:12:39,'你,,
要,,,,,,,,,,,
是,,,,,,,,,,,
不,,,,,,,,,,,
给,,,,,,,,,,,
我,,,,,,,,,,,
个,,,,,,,,,,,
回,,,,,,,,,,,
复,,,,,,,,,,,
我,,,,,,,,,,,
就,,,,,,,,,,,
把,,,,,,,,,,,
评,,,,,,,,,,,
论,,,,,,,,,,,
拉,,,,,,,,,,,
的,,,,,,,,,,,
老,,,,,,,,,,,
长,,,,,,,,,,,
老,,,,,,,,,,,
长,,,,,,,,,,,
老,,,,,,,,,,,
长,,,,,,,,,,,
老,,,,,,,,,,,
长,,,,,,,,,,,
老,,,,,,,,,,,
长,,,,,,,,,,,
老,,,,,,,,,,,
长,,,,,,,,,,,
老,,,,,,,,,,,
长,,,,,,,,,,,
老,,,,,,,,,,,
长,,,,,,,,,,,
的,,,,,,,,,,,
，,,,,,,,,,,,
这,,,,,,,,,,,
样,,,,,,,,,,,
你,,,,,,,,,,,
就,,,,,,,,,,,
能,,,,,,,,,,,
注,,,,,,,,,,,
意,,,,,,,,,,,
"到！""",'6806648526282964996,'MS4wLjABAAAAEPx7zCsIGCmGYEBdsXsTXwNH17Nsk6yR4QI7JLxPjG4,,,,,,,,,
'3155,'梵行.,'56814219133,'85524806,'男,'0,'0,'15,'2020-03-21 09:12:38,'刚刚才放下[泪奔]问她还喜不喜欢我 她说不喜欢 愿她好自为之 以前有个最爱她的男孩子现在走了 卑微[微笑],'6806648526207434765,'MS4wLjABAAAAG5QvZypHfj-t-LDUdhxpZYvgOGRM6Cp8020vz1tegjQ
'3156,'孤离,'101011344312,'1106069960,'-,'0,'0,'2020,'2020-03-21 09:12:37,'@泪下,'6806648521644261384,'MS4wLjABAAAA1_6dyhKlW9d8KzGz3aBVG6MCnYp07KfksPKVnxBfU1E
'3157,'啊琪琪,'66288345962,'58978185,'男,'0,'0,'18,'2020-03-21 09:12:34,'蓝头发的表情到位[捂脸],'6806648505328238604,'MS4wLjABAAAADp_euce3JZrLAOlEUHxclwcSdKQ1AagzK7wayvUJGrc
'3158,'????? ???,'4283287623198935,'dyrudne46caj,'男,'0,'0,'20,'2020-03-21 09:12:34,'跟着唱的我：他不配站在你眼前，你的痛怎能看不见，为什么...最迷..人..... 咦？..,'6806648505076580367,'MS4wLjABAAAAKBCV7AXB3Xi99sw7Gl_Ay-F3j-jegPafnGrpU0d58y45hAcyf78kA7iy0TeUHQwR
'3159,'靓女江迄‘,'66336307721,'17317953513s,'-,'0,'0,'2,'2020-03-21 09:12:34,'@俺叫江声.,'6806648503708876812,'MS4wLjABAAAAxL7s5xGPlMkZwHjCxKeW0q_5LbRPzk4ihLdWl9gJxo4
'3160,'起风了,'2889151606961998,'2240049217,'-,'0,'0,'2020,'2020-03-21 09:12:32,'那位翘嘴小哥呢，我想看,'6806648498713624576,'MS4wLjABAAAAdUPZyGUlkgZVKCa5mDdeuBXsKSfTDN9CJF5DfvE_RBiU4XhW2PPkDSYxUl5b_t-V
'3161,'滝帥,'105723803435,'1679990354,'男,'0,'0,'2020,'2020-03-21 09:12:30,'ああ彼はふさわしくない,'6806648494208958478,'MS4wLjABAAAAXDsMEtDZ4ZsiIuePGVwOlMskmDO_sUCDM545aOc_23E
'3162,'张开心??,'101124527221,'1112670004,'-,'0,'0,'2020,'2020-03-21 09:12:30,'双＝去找她复合,,
单＝从此陌路,,,,,,,,,,,
"零 = 听天由命""",'6806648492849987591,'MS4wLjABAAAAJ2jMMUyFMIchdNqH1ueJkAy0YsxHMmcW4tEmxdnMN8I,,,,,,,,,
'3163,'小梦,'102443701152,'XM528528xm,'男,'0,'0,'2020,'2020-03-21 09:12:30,'@神仙爹爹,'6806648489100181516,'MS4wLjABAAAAKtFFl7MZi2zm9wNPkAfswo3J_y-nMkBR-kxj2pyAzAs
'3164,'弟大毋勃,'107777757051,'1762321588,'-,'0,'0,'2020,'2020-03-21 09:12:28,'我先来，精神小伙儿,'6806648484041867271,'MS4wLjABAAAAwvOz4dgbwbdGq87NArN91VYUrjQRLm2zvMh7RcSp468
'3165,'0112宇航员.,'2682413616726512,'ZFHLS521,'女,'0,'0,'2020,'2020-03-21 09:12:27,'@却月,'6806648480220610560,'MS4wLjABAAAAqqQtjBZn7Tz8Z4_wymZW8T2hBEC_wwoaGbWqssphJimV7JqpF3RHZ5684A601SnF
'3166,'陈默儿,'70610876990,'570039564,'女,'0,'1,'20,'2020-03-21 09:12:26,'@要星星么？ 第二首歌[泣不成声],'6806648475267203080,'MS4wLjABAAAAePrvzG-XRWbkK9flg-Nc55zhX_fPZdIVUumco0xwi9g
'3167,'小气鬼,'94271196958,'570036315,'女,'0,'0,'31,'2020-03-21 09:12:26,'我刷的上一个视频也是这首歌，在刷到你这个还是这首歌[捂脸][捂脸][捂脸],'6806648471509630991,'MS4wLjABAAAAKY16WxoyXlVLyk-kS3WbcxgqV00IkTMN-olB7slnoKk
'3168,'绝境野狼,'3069440853552207,'dyh57c5bjb95,'男,'0,'0,'12,'2020-03-21 09:12:25,'[比心]好听,'6806648470200664064,'MS4wLjABAAAA0uZIrFrq_VLQTnF0DPRp9HPaLJIo_srKd-CqdM8porM5cqYOJ47voEUGT-oJaDvi
'3169,'苛艺.,'111603456533,'dyqeyv7zv5x5,'男,'0,'0,'18,'2020-03-21 09:12:25,'[看]??,,
????,,,,,,,,,,,
????,,,,,,,,,,,
????,,,,,,,,,,,
????,,,,,,,,,,,
[奸笑],,,,,,,,,,,
??,,,,,,,,,,,
??[左哼哼],,,,,,,,,,,
??,,,,,,,,,,,
??,,,,,,,,,,,
"这样才对嘛，要按流程""",'6806648469488926727,'MS4wLjABAAAADSO5InBVoPZ-MciJ9bC8j18sO4Me3TcEd4Os-JHi-bk,,,,,,,,,
'3170,'言南氵寻,'82736300590,'181749895,'-,'0,'0,'2020,'2020-03-21 09:12:24,'@偏执i,'6806648459887116299,'MS4wLjABAAAAYH5Ih9OFTzV6e-NnNImIgP36RDmpqSpD5CmVvJxR5Es
'3171,'§樱落彼岸☆,'3583999713746268,'m2z0q070416,'女,'0,'0,'13,'2020-03-21 09:12:22,'好听,'6806648458561486856,'MS4wLjABAAAAKEIRiyXng9Ej2VlK3YBoSyvozf-T1NBCfNjFQe3ApsadLtN2vIE3owZ65gsdLeRQ
'3172,'晚点遇见,'681293451896669,'dyuqcrp5gais,'女,'0,'0,'1,'2020-03-21 09:12:22,'@ゎ,'6806648455764361216,'MS4wLjABAAAAgoXKgZHiPwpJtqnUhEklpW_yrQ89AzPWkioYsEUjPWI
'3173,'叶诺?解说,'105027429830,'1593245516,'男,'0,'0,'3,'2020-03-21 09:12:21,'@叶墨,'6806648453197119503,'MS4wLjABAAAAXp0AG0exK25r5g2cgsmU2NuT45EC77jaWlt81gaTXwk
'3174,'顾.酸奶_sn〔顾家〕,'3900680206293757,'dyak8aj06q1f,'女,'0,'1,'11,'2020-03-21 09:12:20,'好听@沐熙Yaoxiyxi [快哭了],'6806648448940113927,'MS4wLjABAAAAVt8ewpIxZn9xWM2t1EKe01RTG2B4rppnCz8_dGvcmvB5zS-M-SXJsSucP9pH_cik
'3175,'Lin_,'63169070340,'36379701,'女,'0,'0,'21,'2020-03-21 09:12:19,'@??,'6806648444208529408,'MS4wLjABAAAAuf-gzN_bsSLVDCJKt3iEtlEvAAWSxFW0anPKpJ8QfW8
'3176,'三山四水,'65958486334,'cxk199808.2,'女,'0,'0,'2020,'2020-03-21 09:12:18,'@kk 有一种爱叫放手[耶],'6806648441952469005,'MS4wLjABAAAAv4tAcW9B5P96vJNk_AQtLIw7bke-SPKxV_s7i9L85rs
'3177,'小黄小黄有点猖狂,'92779682732,'382428528,'-,'0,'0,'2020,'2020-03-21 09:12:18,'@〉L〈：D 好听太好听了,'6806648440144035840,'MS4wLjABAAAAB1U2zh60_xB-nSsfGaV-4bt8StRCrKdHcI69u80P8F4
'3178,'?有点6?,'62763943780,'581826149,'男,'0,'0,'12,'2020-03-21 09:12:16,'就我感觉弹琴的像一诺,'6806648430786953224,'MS4wLjABAAAAMTFukRAEP_Eas3uWE49uGXOhDKs88k5uLx_cXW6zdG4
'3179,'想不到,'97242512562,'18875853425m,'男,'0,'0,'20,'2020-03-21 09:12:16,'别人都是唱的深情,,
而你们唱出了杀气,,,,,,,,,,,
"[看]（狗头保命）""",'6806648428274253836,'MS4wLjABAAAAT9apwmKsXYzk6KpWLsxn7QtQnsHy9ayjPj4ewWORbww,,,,,,,,,
'3180,'717,'104708420529,'1528033794,'-,'0,'0,'2020,'2020-03-21 09:12:13,'@豆糕冰沙 @什么禾 我爱了,'6806648412680110084,'MS4wLjABAAAAVox3qkJ82p-dQNbwhroR1lan2U1U-32XekF3JeNM0n0
'3181,'*丿*短发控.！,'69538994131,'76827754,'男,'0,'0,'32,'2020-03-21 09:12:07,'爱了。，爱了。。,'6806648387577528324,'MS4wLjABAAAASzg77AKP1mNyOiHjeQvJE8iaQTrAvh2s6g9j60mTcOo
'3182,'用户692924687352,'4305343031817587,'dytx48jj4c0d,'-,'0,'0,'2020,'2020-03-21 09:12:07,'用命唱歌,'6806648386746564619,'MS4wLjABAAAA0tWD_BQYabx9r3bvN6bRBnvRle37osn-VedHGwcD3aAHWAyn2efmAce6mq7L95XE
'3183,'玄策被爱,'104563676350,'1495308742,'-,'0,'1,'2020,'2020-03-21 09:12:05,'@超爱玄策 过来看,'6806648385102594056,'MS4wLjABAAAAcBDzo0A0Op-EttNQxmEqmmEYkQyJavAo-xdSiF0gb90
'3184,'霖霖仔Lamlle,'64356315349,'Lam_Lee,'女,'0,'0,'19,'2020-03-21 09:12:04,'绝了！,'6806648378903445504,'MS4wLjABAAAAVyCuW54_I9ETbFZj9GHmhhWbaRJo-Cd64ncyT9eWpXA
'3185,'别偷我甜,'101933484727,'1711332876,'女,'0,'0,'14,'2020-03-21 09:12:02,'@江辞 这个谈吉他的男孩子我爱了[泣不成声],'6806648371999277063,'MS4wLjABAAAAOhCg9AtHuAy6PXMfs8IJIdmdSnWS-Y8iUgHj7pUaPO8
'3186,'霖霖仔Lamlle,'64356315349,'Lam_Lee,'女,'0,'0,'19,'2020-03-21 09:12:04,'绝了！,'6806648378903445504,'MS4wLjABAAAAVyCuW54_I9ETbFZj9GHmhhWbaRJo-Cd64ncyT9eWpXA
'3187,'别偷我甜,'101933484727,'1711332876,'女,'0,'0,'14,'2020-03-21 09:12:02,'@江辞 这个谈吉他的男孩子我爱了[泣不成声],'6806648371999277063,'MS4wLjABAAAAOhCg9AtHuAy6PXMfs8IJIdmdSnWS-Y8iUgHj7pUaPO8
'3188,'豆哥是只小土狗,'70387867159,'116222mby,'女,'0,'0,'2020,'2020-03-21 09:12:02,'@侯小妞??,'6806648370673860608,'MS4wLjABAAAABTRBZAwjY7H5SUXZY7ZfCtB9zdpCtzcEUMQNFEwlvPw
'3189,'勒??詹,'56602690175,'1386901131,'男,'0,'0,'15,'2020-03-21 09:11:59,'@洋葱哥董康潮,'6806648356451434496,'MS4wLjABAAAAvAvAId90TIqjV1y1Rfcys9OdLUf6IpnUViQE6Lh7dsQ
'3190,'Ts-Q,'59896936985,'JIn_.G,'-,'0,'0,'2020,'2020-03-21 09:11:58,'@郭小慧_,'6806648347182137347,'MS4wLjABAAAA0e7oXktpsofD84X80TUsIcp0lnor2MEYYSqcc9nh2tI
'3191,'二柱,'1222265545700887,'wybzhr,'男,'0,'0,'2020,'2020-03-21 09:11:56,'卧槽卧槽卧槽卧槽[泣不成声],'6806648348608135175,'MS4wLjABAAAAnnU-epuPi9czdlkCQPb6hi3tKmfeWrx2EfGVU-4ur52sdc2yVS_bDrFVedz0qvTM
